仓库A,仓库B,距离(km)
张家界慈利仓库,郴州安仁仓库,463.6
张家界慈利仓库,株洲茶陵仓库,466.8
张家界慈利仓库,株洲炎陵仓库,509.4
张家界慈利仓库,衡阳常宁仓库,440.6
张家界慈利仓库,郴州桂东仓库,578.1
张家界慈利仓库,国网湖南物资公司衡阳周转库,395.1
张家界慈利仓库,株洲攸县仓库,432.2
张家界慈利仓库,衡阳衡东仓库,387.4
张家界慈利仓库,国网湖南物资公司怀化周转库,343.9
张家界慈利仓库,国网怀化中方芙蓉路仓库,341.8
张家界慈利仓库,怀化芷江仓库,380.9
张家界慈利仓库,怀化洪江市仓库,391.6
张家界慈利仓库,怀化洪江区仓库,395
张家界慈利仓库,邵阳洞口仓库,406.3
张家界慈利仓库,怀化会同仓库,430
张家界慈利仓库,怀化新晃仓库,401.3
张家界慈利仓库,怀化靖州仓库,468.6
张家界慈利仓库,邵阳武冈仓库,430.5
张家界慈利仓库,邵阳绥宁仓库,495.3
张家界慈利仓库,怀化通道仓库,533.7
张家界慈利仓库,邵阳城步仓库,483.3
张家界慈利仓库,国网湖南物资公司岳阳周转库,245.5
张家界慈利仓库,岳阳云溪仓库,244.3
张家界慈利仓库,岳阳君山仓库,230.3
张家界慈利仓库,岳阳临湘仓库,284.7
张家界慈利仓库,岳阳县仓库,295.5
张家界慈利仓库,岳阳华容仓库,175.3
张家界慈利仓库,岳阳汨罗仓库,258.5
张家界慈利仓库,岳阳湘阴仓库,235.4
张家界慈利仓库,岳阳平江仓库,307.8
益阳沅江仓库,常德澧县仓库,155.2
益阳沅江仓库,国网湖南物资公司常德石门仓库,186.7
益阳沅江仓库,益阳南县仓库,71.5
益阳沅江仓库,益阳安化仓库,168.9
益阳沅江仓库,永州冷水滩仓库,343.7
益阳沅江仓库,国网湖南物资公司永州周转库,360.7
益阳沅江仓库,永州零陵仓库,368.1
益阳沅江仓库,永州东安仓库,365.7
益阳沅江仓库,永州祁阳仓库,318.9
益阳沅江仓库,永州双牌仓库,409.5
益阳沅江仓库,永州新田仓库,401.8
益阳沅江仓库,永州道县仓库,465.5
益阳沅江仓库,邵阳新宁仓库,361.7
益阳沅江仓库,永州宁远仓库,471.1
益阳沅江仓库,永州蓝山仓库,467.1
益阳沅江仓库,郴州嘉禾仓库,424.5
益阳沅江仓库,永州江华仓库,538.4
益阳沅江仓库,永州江永仓库,540.5
益阳沅江仓库,国网湖南物资公司长沙周转库,108.5
益阳沅江仓库,长沙县仓库,130.4
益阳沅江仓库,长沙望城仓库,98.2
益阳沅江仓库,长沙宁乡仓库,77.2
益阳沅江仓库,国网湖南物资公司株洲周转库,177.2
益阳沅江仓库,国网湖南物资公司湘潭周转库,152.1
益阳沅江仓库,湘潭韶山仓库,124.8
益阳沅江仓库,湘潭县仓库,163.2
益阳沅江仓库,国网湖南物资公司益阳周转库,36.8
益阳沅江仓库,湘潭湘乡仓库,145.1
益阳沅江仓库,长沙浏阳仓库,189.8
益阳沅江仓库,株洲醴陵仓库,219.8
益阳沅江仓库,衡阳衡山仓库,237.4
益阳沅江仓库,国网湖南物资公司湘西周转库,320.6
益阳沅江仓库,湘西凤凰仓库,358.1
益阳沅江仓库,湘西古丈仓库,368
益阳沅江仓库,怀化麻阳仓库,348.2
益阳沅江仓库,湘西泸溪仓库,270.9
益阳沅江仓库,湘西保靖仓库,356
益阳沅江仓库,怀化沅陵仓库,249.4
益阳沅江仓库,怀化辰溪仓库,299.2
益阳沅江仓库,湘西永顺仓库,337.5
益阳沅江仓库,张家界周转库,251.5
益阳沅江仓库,怀化溆浦仓库,292.5
益阳沅江仓库,湘西龙山仓库,389.2
益阳沅江仓库,张家界桑植仓库,305.5
益阳沅江仓库,国网湖南物资公司郴州周转库,415.6
益阳沅江仓库,郴州苏仙仓库,411.6
益阳沅江仓库,郴州北湖仓库,416
益阳沅江仓库,郴州桂阳仓库,403.5
益阳沅江仓库,郴州资兴仓库,406.4
益阳沅江仓库,衡阳耒阳仓库,331.7
益阳沅江仓库,郴州安仁仓库,331.1
益阳沅江仓库,株洲茶陵仓库,334.2
益阳沅江仓库,株洲炎陵仓库,376.9
益阳沅江仓库,衡阳常宁仓库,321
益阳沅江仓库,郴州桂东仓库,445.6
益阳沅江仓库,国网湖南物资公司衡阳周转库,262.5
益阳沅江仓库,株洲攸县仓库,299.6
益阳沅江仓库,衡阳衡东仓库,254.9
益阳沅江仓库,国网湖南物资公司怀化周转库,358
益阳沅江仓库,国网怀化中方芙蓉路仓库,355.9
益阳沅江仓库,怀化芷江仓库,395
益阳沅江仓库,怀化洪江市仓库,405.7
益阳沅江仓库,怀化洪江区仓库,409.1
益阳沅江仓库,邵阳洞口仓库,340.2
益阳沅江仓库,怀化会同仓库,444.1
益阳沅江仓库,怀化新晃仓库,449.9
益阳沅江仓库,怀化靖州仓库,482.7
益阳沅江仓库,邵阳武冈仓库,364.4
益阳沅江仓库,邵阳绥宁仓库,429.1
益阳沅江仓库,怀化通道仓库,491.2
益阳沅江仓库,邵阳城步仓库,417.2
益阳沅江仓库,国网湖南物资公司岳阳周转库,171.1
益阳沅江仓库,岳阳云溪仓库,169.9
益阳沅江仓库,岳阳君山仓库,155.8
益阳沅江仓库,岳阳临湘仓库,210.3
益阳沅江仓库,岳阳县仓库,159.8
益阳沅江仓库,岳阳华容仓库,100.9
益阳沅江仓库,岳阳汨罗仓库,122.9
益阳沅江仓库,岳阳湘阴仓库,99.8
益阳沅江仓库,岳阳平江仓库,172.2
常德澧县仓库,国网湖南物资公司常德石门仓库,47.3
常德澧县仓库,益阳南县仓库,93.3
常德澧县仓库,益阳安化仓库,205.2
常德澧县仓库,永州冷水滩仓库,409.8
常德澧县仓库,国网湖南物资公司永州周转库,426.9
常德澧县仓库,永州零陵仓库,449.8
常德澧县仓库,永州东安仓库,431.8
常德澧县仓库,永州祁阳仓库,432.9
常德澧县仓库,永州双牌仓库,475.6
常德澧县仓库,永州新田仓库,520.6
常德澧县仓库,永州道县仓库,531.6
常德澧县仓库,邵阳新宁仓库,427.8
常德澧县仓库,永州宁远仓库,529.9
常德澧县仓库,永州蓝山仓库,558.1
常德澧县仓库,郴州嘉禾仓库,550.6
常德澧县仓库,永州江华仓库,629.4
常德澧县仓库,永州江永仓库,631.5
常德澧县仓库,国网湖南物资公司长沙周转库,234.7
常德澧县仓库,长沙县仓库,256.6
常德澧县仓库,长沙望城仓库,224.4
常德澧县仓库,长沙宁乡仓库,205.6
常德澧县仓库,国网湖南物资公司株洲周转库,303.4
常德澧县仓库,国网湖南物资公司湘潭周转库,278.2
常德澧县仓库,湘潭韶山仓库,253.2
常德澧县仓库,湘潭县仓库,289.3
常德澧县仓库,国网湖南物资公司益阳周转库,171.6
常德澧县仓库,湘潭湘乡仓库,273.6
常德澧县仓库,长沙浏阳仓库,315.9
常德澧县仓库,株洲醴陵仓库,345.9
常德澧县仓库,衡阳衡山仓库,363.6
常德澧县仓库,国网湖南物资公司湘西周转库,332.1
常德澧县仓库,湘西凤凰仓库,369.6
常德澧县仓库,湘西古丈仓库,288.1
常德澧县仓库,怀化麻阳仓库,359.7
常德澧县仓库,湘西泸溪仓库,282.4
常德澧县仓库,湘西保靖仓库,267.4
常德澧县仓库,怀化沅陵仓库,260.9
常德澧县仓库,怀化辰溪仓库,310.7
常德澧县仓库,湘西永顺仓库,248.8
常德澧县仓库,张家界周转库,162.8
常德澧县仓库,怀化溆浦仓库,328.8
常德澧县仓库,湘西龙山仓库,300.5
常德澧县仓库,张家界桑植仓库,216.8
常德澧县仓库,国网湖南物资公司郴州周转库,541.8
常德澧县仓库,郴州苏仙仓库,537.7
常德澧县仓库,郴州北湖仓库,542.2
常德澧县仓库,郴州桂阳仓库,529.7
常德澧县仓库,郴州资兴仓库,532.6
常德澧县仓库,衡阳耒阳仓库,457.8
常德澧县仓库,郴州安仁仓库,457.3
常德澧县仓库,株洲茶陵仓库,460.4
常德澧县仓库,株洲炎陵仓库,503
常德澧县仓库,衡阳常宁仓库,436.3
常德澧县仓库,郴州桂东仓库,571.8
常德澧县仓库,国网湖南物资公司衡阳周转库,388.7
常德澧县仓库,株洲攸县仓库,425.8
常德澧县仓库,衡阳衡东仓库,381.1
常德澧县仓库,国网湖南物资公司怀化周转库,369.5
常德澧县仓库,国网怀化中方芙蓉路仓库,367.4
常德澧县仓库,怀化芷江仓库,406.5
常德澧县仓库,怀化洪江市仓库,417.2
常德澧县仓库,怀化洪江区仓库,420.7
常德澧县仓库,邵阳洞口仓库,406.3
常德澧县仓库,怀化会同仓库,455.6
常德澧县仓库,怀化新晃仓库,461.4
常德澧县仓库,怀化靖州仓库,494.2
常德澧县仓库,邵阳武冈仓库,430.5
常德澧县仓库,邵阳绥宁仓库,495.3
常德澧县仓库,怀化通道仓库,557.3
常德澧县仓库,邵阳城步仓库,483.3
常德澧县仓库,国网湖南物资公司岳阳周转库,191.1
常德澧县仓库,岳阳云溪仓库,189.9
常德澧县仓库,岳阳君山仓库,175.9
常德澧县仓库,岳阳临湘仓库,230.3
常德澧县仓库,岳阳县仓库,234.4
常德澧县仓库,岳阳华容仓库,115.8
常德澧县仓库,岳阳汨罗仓库,249.1
常德澧县仓库,岳阳湘阴仓库,226
常德澧县仓库,岳阳平江仓库,298.3
国网湖南物资公司常德石门仓库,益阳南县仓库,124.6
国网湖南物资公司常德石门仓库,益阳安化仓库,213.6
国网湖南物资公司常德石门仓库,永州冷水滩仓库,418.2
国网湖南物资公司常德石门仓库,国网湖南物资公司永州周转库,435.3
国网湖南物资公司常德石门仓库,永州零陵仓库,458.2
国网湖南物资公司常德石门仓库,永州东安仓库,440.2
国网湖南物资公司常德石门仓库,永州祁阳仓库,441.3
国网湖南物资公司常德石门仓库,永州双牌仓库,484
国网湖南物资公司常德石门仓库,永州新田仓库,529
国网湖南物资公司常德石门仓库,永州道县仓库,540
国网湖南物资公司常德石门仓库,邵阳新宁仓库,436.2
国网湖南物资公司常德石门仓库,永州宁远仓库,538.3
国网湖南物资公司常德石门仓库,永州蓝山仓库,566.5
国网湖南物资公司常德石门仓库,郴州嘉禾仓库,582.1
国网湖南物资公司常德石门仓库,永州江华仓库,637.8
国网湖南物资公司常德石门仓库,永州江永仓库,639.9
国网湖南物资公司常德石门仓库,国网湖南物资公司长沙周转库,266.2
国网湖南物资公司常德石门仓库,长沙县仓库,288.1
国网湖南物资公司常德石门仓库,长沙望城仓库,255.9
国网湖南物资公司常德石门仓库,长沙宁乡仓库,218.1
国网湖南物资公司常德石门仓库,国网湖南物资公司株洲周转库,334.9
国网湖南物资公司常德石门仓库,国网湖南物资公司湘潭周转库,309.7
国网湖南物资公司常德石门仓库,湘潭韶山仓库,265.7
国网湖南物资公司常德石门仓库,湘潭县仓库,320.8
国网湖南物资公司常德石门仓库,国网湖南物资公司益阳周转库,184.3
国网湖南物资公司常德石门仓库,湘潭湘乡仓库,286
国网湖南物资公司常德石门仓库,长沙浏阳仓库,347.4
国网湖南物资公司常德石门仓库,株洲醴陵仓库,377.4
国网湖南物资公司常德石门仓库,衡阳衡山仓库,395.1
国网湖南物资公司常德石门仓库,国网湖南物资公司湘西周转库,289.2
国网湖南物资公司常德石门仓库,湘西凤凰仓库,330.9
国网湖南物资公司常德石门仓库,湘西古丈仓库,243.4
国网湖南物资公司常德石门仓库,怀化麻阳仓库,352.6
国网湖南物资公司常德石门仓库,湘西泸溪仓库,265.2
国网湖南物资公司常德石门仓库,湘西保靖仓库,222.7
国网湖南物资公司常德石门仓库,怀化沅陵仓库,243.7
国网湖南物资公司常德石门仓库,怀化辰溪仓库,293.5
国网湖南物资公司常德石门仓库,湘西永顺仓库,204.1
国网湖南物资公司常德石门仓库,张家界周转库,118.1
国网湖南物资公司常德石门仓库,怀化溆浦仓库,315
国网湖南物资公司常德石门仓库,湘西龙山仓库,255.8
国网湖南物资公司常德石门仓库,张家界桑植仓库,172.1
国网湖南物资公司常德石门仓库,国网湖南物资公司郴州周转库,573.2
国网湖南物资公司常德石门仓库,郴州苏仙仓库,569.2
国网湖南物资公司常德石门仓库,郴州北湖仓库,573.7
国网湖南物资公司常德石门仓库,郴州桂阳仓库,561.2
国网湖南物资公司常德石门仓库,郴州资兴仓库,564.1
国网湖南物资公司常德石门仓库,衡阳耒阳仓库,489.3
国网湖南物资公司常德石门仓库,郴州安仁仓库,488.8
国网湖南物资公司常德石门仓库,株洲茶陵仓库,491.9
国网湖南物资公司常德石门仓库,株洲炎陵仓库,534.5
国网湖南物资公司常德石门仓库,衡阳常宁仓库,449
国网湖南物资公司常德石门仓库,郴州桂东仓库,603.2
国网湖南物资公司常德石门仓库,国网湖南物资公司衡阳周转库,420.2
国网湖南物资公司常德石门仓库,株洲攸县仓库,457.3
国网湖南物资公司常德石门仓库,衡阳衡东仓库,412.6
国网湖南物资公司常德石门仓库,国网湖南物资公司怀化周转库,352.3
国网湖南物资公司常德石门仓库,国网怀化中方芙蓉路仓库,350.2
国网湖南物资公司常德石门仓库,怀化芷江仓库,389.3
国网湖南物资公司常德石门仓库,怀化洪江市仓库,400
国网湖南物资公司常德石门仓库,怀化洪江区仓库,403.4
国网湖南物资公司常德石门仓库,邵阳洞口仓库,414.7
国网湖南物资公司常德石门仓库,怀化会同仓库,438.4
国网湖南物资公司常德石门仓库,怀化新晃仓库,444.2
国网湖南物资公司常德石门仓库,怀化靖州仓库,477
国网湖南物资公司常德石门仓库,邵阳武冈仓库,438.9
国网湖南物资公司常德石门仓库,邵阳绥宁仓库,503.7
国网湖南物资公司常德石门仓库,怀化通道仓库,542.1
国网湖南物资公司常德石门仓库,邵阳城步仓库,491.7
国网湖南物资公司常德石门仓库,国网湖南物资公司岳阳周转库,217.3
国网湖南物资公司常德石门仓库,岳阳云溪仓库,216.1
国网湖南物资公司常德石门仓库,岳阳君山仓库,202.1
国网湖南物资公司常德石门仓库,岳阳临湘仓库,256.5
国网湖南物资公司常德石门仓库,岳阳县仓库,260.6
国网湖南物资公司常德石门仓库,岳阳华容仓库,147.1
国网湖南物资公司常德石门仓库,岳阳汨罗仓库,280.5
国网湖南物资公司常德石门仓库,岳阳湘阴仓库,257.4
国网湖南物资公司常德石门仓库,岳阳平江仓库,329.8
益阳南县仓库,益阳安化仓库,220
益阳南县仓库,永州冷水滩仓库,406.7
益阳南县仓库,国网湖南物资公司永州周转库,423.7
益阳南县仓库,永州零陵仓库,431.1
益阳南县仓库,永州东安仓库,428.7
益阳南县仓库,永州祁阳仓库,381.9
益阳南县仓库,永州双牌仓库,472.5
益阳南县仓库,永州新田仓库,472.8
益阳南县仓库,永州道县仓库,528.5
益阳南县仓库,邵阳新宁仓库,424.7
益阳南县仓库,永州宁远仓库,542.1
益阳南县仓库,永州蓝山仓库,538.2
益阳南县仓库,郴州嘉禾仓库,495.5
益阳南县仓库,永州江华仓库,609.4
益阳南县仓库,永州江永仓库,611.6
益阳南县仓库,国网湖南物资公司长沙周转库,179.6
益阳南县仓库,长沙县仓库,201.5
益阳南县仓库,长沙望城仓库,169.2
益阳南县仓库,长沙宁乡仓库,150.3
益阳南县仓库,国网湖南物资公司株洲周转库,248.2
益阳南县仓库,国网湖南物资公司湘潭周转库,223.1
益阳南县仓库,湘潭韶山仓库,197.9
益阳南县仓库,湘潭县仓库,234.2
益阳南县仓库,国网湖南物资公司益阳周转库,116.3
益阳南县仓库,湘潭湘乡仓库,218.2
益阳南县仓库,长沙浏阳仓库,260.8
益阳南县仓库,株洲醴陵仓库,290.8
益阳南县仓库,衡阳衡山仓库,308.4
益阳南县仓库,国网湖南物资公司湘西周转库,346.2
益阳南县仓库,湘西凤凰仓库,383.7
益阳南县仓库,湘西古丈仓库,358
益阳南县仓库,怀化麻阳仓库,373.8
益阳南县仓库,湘西泸溪仓库,296.5
益阳南县仓库,湘西保靖仓库,337.3
益阳南县仓库,怀化沅陵仓库,275
益阳南县仓库,怀化辰溪仓库,324.8
益阳南县仓库,湘西永顺仓库,318.7
益阳南县仓库,张家界周转库,232.7
益阳南县仓库,怀化溆浦仓库,343.6
益阳南县仓库,湘西龙山仓库,370.4
益阳南县仓库,张家界桑植仓库,286.8
益阳南县仓库,国网湖南物资公司郴州周转库,486.6
益阳南县仓库,郴州苏仙仓库,482.6
益阳南县仓库,郴州北湖仓库,487
益阳南县仓库,郴州桂阳仓库,474.6
益阳南县仓库,郴州资兴仓库,477.4
益阳南县仓库,衡阳耒阳仓库,402.7
益阳南县仓库,郴州安仁仓库,402.1
益阳南县仓库,株洲茶陵仓库,405.3
益阳南县仓库,株洲炎陵仓库,447.9
益阳南县仓库,衡阳常宁仓库,381
益阳南县仓库,郴州桂东仓库,516.6
益阳南县仓库,国网湖南物资公司衡阳周转库,333.6
益阳南县仓库,株洲攸县仓库,370.7
益阳南县仓库,衡阳衡东仓库,325.9
益阳南县仓库,国网湖南物资公司怀化周转库,383.5
益阳南县仓库,国网怀化中方芙蓉路仓库,381.5
益阳南县仓库,怀化芷江仓库,420.6
益阳南县仓库,怀化洪江市仓库,431.3
益阳南县仓库,怀化洪江区仓库,434.7
益阳南县仓库,邵阳洞口仓库,403.2
益阳南县仓库,怀化会同仓库,469.7
益阳南县仓库,怀化新晃仓库,475.5
益阳南县仓库,怀化靖州仓库,508.3
益阳南县仓库,邵阳武冈仓库,427.4
益阳南县仓库,邵阳绥宁仓库,492.1
益阳南县仓库,怀化通道仓库,554.2
益阳南县仓库,邵阳城步仓库,480.2
益阳南县仓库,国网湖南物资公司岳阳周转库,103.8
